video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V002666,P0534,YouTube,Synthetic Product Video 534-1,https://example.com/videos/v002666,2032-04-19,60,141065,108140,3115,11255,170875,comparison,surprising_fact,False,False,False,durability,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 9,en
V002667,P0534,Facebook,Synthetic Product Video 534-2,https://example.com/videos/v002667,2032-04-20,121,510514,,,,316179,testimonial,question,True,False,,speed,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 9,en
V002668,P0534,Instagram,Synthetic Product Video 534-3,https://example.com/videos/v002668,2032-04-21,19,811274,615737,21779,66781,,review,question,False,True,False,price,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 9,en
V002669,P0534,Other,Synthetic Product Video 534-4,https://example.com/videos/v002669,2032-04-22,236,69474,311,2049,1407,312949,demo,question,,True,True,durability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 9,en
V002670,P0534,YouTube,Synthetic Product Video 534-5,https://example.com/videos/v002670,2032-04-23,10,250262,116253,6034,12155,239754,demo,general_introduction,,False,False,automation,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 9,unknown
V002671,P0535,YouTube,Synthetic Product Video 535-1,https://example.com/videos/v002671,2032-04-24,102,38958,33508,957,562,142686,lifestyle,general_introduction,False,,True,design,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,comparison | tools | discount,Creator 10,en
V002672,P0535,Facebook,Synthetic Product Video 535-2,https://example.com/videos/v002672,2032-04-25,221,89064,,,,33061,tutorial,discount_offer,True,True,,automation,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 10,unknown
V002673,P0535,YouTube,Synthetic Product Video 535-3,https://example.com/videos/v002673,2032-04-26,60,220950,39357,8073,6341,,review,question,True,,False,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 10,en
V002674,P0535,Facebook,Synthetic Product Video 535-4,https://example.com/videos/v002674,2032-04-27,221,857236,391832,31908,61001,131900,demo,problem_solution,True,True,,portability,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 10,en
V002675,P0535,YouTube,Synthetic Product Video 535-5,https://example.com/videos/v002675,2032-04-28,155,786835,234429,26622,39205,65294,tutorial,problem_solution,,False,False,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 10,unknown
V002676,P0536,TikTok,Synthetic Product Video 536-1,https://example.com/videos/v002676,2032-04-29,19,650489,62640,1881,12012,275286,comparison,surprising_fact,False,False,False,design,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 11,en
V002677,P0536,TikTok,Synthetic Product Video 536-2,https://example.com/videos/v002677,2032-04-30,121,703536,,,,9827,demo,discount_offer,False,True,,design,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 11,en
V002678,P0536,TikTok,Synthetic Product Video 536-3,https://example.com/videos/v002678,2032-05-01,187,749615,276456,18162,43488,,listicle,discount_offer,False,True,,speed,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 11,en
V002679,P0536,TikTok,Synthetic Product Video 536-4,https://example.com/videos/v002679,2032-05-02,34,290098,145253,14021,6802,487211,listicle,discount_offer,True,False,,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 11,en
V002680,P0536,Facebook,Synthetic Product Video 536-5,https://example.com/videos/v002680,2032-05-03,11,188750,2914,6771,6509,430670,lifestyle,discount_offer,,True,False,price,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#career #automation #template,Creator 11,en
V002681,P0537,YouTube,Synthetic Product Video 537-1,https://example.com/videos/v002681,2032-05-04,149,937287,577108,2266,35208,234763,unboxing,question,,,,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 12,en
V002682,P0537,Facebook,Synthetic Product Video 537-2,https://example.com/videos/v002682,2032-05-05,97,828055,,,,444949,testimonial,general_introduction,,True,,price,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 12,en
V002683,P0537,Instagram,Synthetic Product Video 537-3,https://example.com/videos/v002683,2032-05-06,19,128940,48618,2235,906,,comparison,result_first,,,False,ease of use,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 12,en
V002684,P0537,Other,Synthetic Product Video 537-4,https://example.com/videos/v002684,2032-05-07,20,428652,217816,9085,16670,273984,testimonial,problem_solution,,False,False,portability,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 12,unknown
V002685,P0537,Instagram,Synthetic Product Video 537-5,https://example.com/videos/v002685,2032-05-08,141,652900,66529,21535,42919,304848,unboxing,result_first,False,True,False,design,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 12,en
V002686,P0538,Facebook,Synthetic Product Video 538-1,https://example.com/videos/v002686,2032-05-09,155,854397,104,30700,10767,28309,listicle,problem_solution,,True,,customer support,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 13,unknown
V002687,P0538,Instagram,Synthetic Product Video 538-2,https://example.com/videos/v002687,2032-05-10,24,205564,,,,428308,lifestyle,general_introduction,True,,True,ease of use,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 13,en
V002688,P0538,Other,Synthetic Product Video 538-3,https://example.com/videos/v002688,2032-05-11,40,402427,113590,1915,37402,,review,surprising_fact,True,True,False,design,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 13,unknown
V002689,P0538,YouTube,Synthetic Product Video 538-4,https://example.com/videos/v002689,2032-05-12,80,513712,402503,10844,36813,101680,comparison,problem_solution,True,True,True,design,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 13,unknown
V002690,P0538,Facebook,Synthetic Product Video 538-5,https://example.com/videos/v002690,2032-05-13,237,114870,94944,1204,11001,427601,demo,problem_solution,,,,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 13,en
V002691,P0539,TikTok,Synthetic Product Video 539-1,https://example.com/videos/v002691,2032-05-14,34,756162,255809,8783,46067,34782,comparison,problem_solution,False,True,False,automation,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 14,unknown
V002692,P0539,Other,Synthetic Product Video 539-2,https://example.com/videos/v002692,2032-05-15,98,254799,,,,379270,comparison,surprising_fact,True,False,True,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 14,en
V002693,P0539,YouTube,Synthetic Product Video 539-3,https://example.com/videos/v002693,2032-05-16,79,921451,509255,30062,48589,,tutorial,general_introduction,,True,True,customer support,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 14,en
V002694,P0539,YouTube,Synthetic Product Video 539-4,https://example.com/videos/v002694,2032-05-17,126,750419,522911,6764,22712,215785,testimonial,problem_solution,True,,True,ease of use,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 14,en
V002695,P0539,Facebook,Synthetic Product Video 539-5,https://example.com/videos/v002695,2032-05-18,28,42515,15354,851,390,229975,comparison,general_introduction,,,True,automation,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 14,unknown
V002696,P0540,Instagram,Synthetic Product Video 540-1,https://example.com/videos/v002696,2032-05-19,91,151342,18977,2700,11850,198305,comparison,general_introduction,False,False,False,ease of use,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 15,en
V002697,P0540,Facebook,Synthetic Product Video 540-2,https://example.com/videos/v002697,2032-05-20,205,129241,,,,420795,testimonial,question,True,True,False,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 15,en
V002698,P0540,TikTok,Synthetic Product Video 540-3,https://example.com/videos/v002698,2032-05-21,228,815964,51569,21804,50344,,listicle,result_first,False,False,True,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 15,en
